"date","geoid","county","state","cases","cases_avg","cases_avg_per_100k","deaths","deaths_avg","deaths_avg_per_100k"
2020-04-23,"USA-27171","Wright","Minnesota",2,1.38,0.99,0,0,0
2020-04-23,"USA-27169","Winona","Minnesota",1,1.14,2.26,3,0.58,1.16
2020-04-23,"USA-27167","Wilkin","Minnesota",1,0.33,5.37,0,0,0
2020-04-23,"USA-27165","Watonwan","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27163","Washington","Minnesota",0,1.71,0.65,2,0.36,0.14
2020-04-23,"USA-27161","Waseca","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27157","Wabasha","Minnesota",0,0.29,1.32,0,0,0
2020-04-23,"USA-27155","Traverse","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27153","Todd","Minnesota",0,0.14,0.58,0,0,0
2020-04-23,"USA-27151","Swift","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27147","Steele","Minnesota",0,0.14,0.39,0,0,0
2020-04-23,"USA-27145","Stearns","Minnesota",5,2,1.24,0,0,0
2020-04-23,"USA-27137","St. Louis","Minnesota",4,2,1,0,0.63,0.31
2020-04-23,"USA-27143","Sibley","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27141","Sherburne","Minnesota",2,0.43,0.44,0,0,0
2020-04-23,"USA-27139","Scott","Minnesota",1,0.75,0.5,0,0,0
2020-04-23,"USA-27135","Roseau","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27133","Rock","Minnesota",0,0.33,3.58,0,0,0
2020-04-23,"USA-27131","Rice","Minnesota",1,0.5,0.75,0,0.14,0.21
2020-04-23,"USA-27129","Renville","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27127","Redwood","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27125","Red Lake","Minnesota",0,0.14,3.52,0,0,0
2020-04-23,"USA-27123","Ramsey","Minnesota",16,8.29,1.51,3,0.71,0.13
2020-04-23,"USA-27119","Polk","Minnesota",2,2.43,7.74,0,0,0
2020-04-23,"USA-27117","Pipestone","Minnesota",0,0.14,1.57,0,0,0
2020-04-23,"USA-27115","Pine","Minnesota",11,2.57,8.69,0,0,0
2020-04-23,"USA-27113","Pennington","Minnesota",0,0.14,1.01,0,0,0
2020-04-23,"USA-27111","Otter Tail","Minnesota",0,0.25,0.43,0,0,0
2020-04-23,"USA-27109","Olmsted","Minnesota",9,7.14,4.51,1,0.43,0.27
2020-04-23,"USA-27107","Norman","Minnesota",0,0.71,11.2,0,0,0
2020-04-23,"USA-27105","Nobles","Minnesota",70,24.25,112.12,0,0.14,0.66
2020-04-23,"USA-27103","Nicollet","Minnesota",0,0.14,0.42,0,0.18,0.53
2020-04-23,"USA-27101","Murray","Minnesota",1,0.29,3.49,0,0,0
2020-04-23,"USA-27099","Mower","Minnesota",0,0.5,1.25,0,0,0
2020-04-23,"USA-27097","Morrison","Minnesota",0,0.14,0.43,0,0,0
2020-04-23,"USA-27095","Mille Lacs","Minnesota",0,0,0,0,0.14,0.54
2020-04-23,"USA-27093","Meeker","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27085","McLeod","Minnesota",0,0.14,0.4,0,0,0
2020-04-23,"USA-27091","Martin","Minnesota",0,0.38,1.91,0,0,0
2020-04-23,"USA-27089","Marshall","Minnesota",0,0.14,1.53,0,0,0
2020-04-23,"USA-27087","Mahnomen","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27083","Lyon","Minnesota",0,0.29,1.12,0,0,0
2020-04-23,"USA-27081","Lincoln","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27079","Le Sueur","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27073","Lac qui Parle","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27071","Koochiching","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27069","Kittson","Minnesota",0,0.14,3.32,0,0,0
2020-04-23,"USA-27067","Kandiyohi","Minnesota",1,0.22,0.51,0,0,0
2020-04-23,"USA-27063","Jackson","Minnesota",2,0.33,3.39,0,0,0
2020-04-23,"USA-27061","Itasca","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27059","Isanti","Minnesota",0,0.25,0.62,0,0,0
2020-04-23,"USA-27055","Houston","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27053","Hennepin","Minnesota",59,60.86,4.81,10,10.14,0.8
2020-04-23,"USA-27049","Goodhue","Minnesota",0,0.43,0.92,0,0,0
2020-04-23,"USA-27047","Freeborn","Minnesota",0,1.86,6.13,0,0,0
2020-04-23,"USA-27045","Fillmore","Minnesota",1,0.3,1.42,1,0.14,0.68
2020-04-23,"USA-27043","Faribault","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27041","Douglas","Minnesota",0,0.14,0.37,0,0,0
2020-04-23,"USA-27039","Dodge","Minnesota",0,0.29,1.36,0,0,0
2020-04-23,"USA-27037","Dakota","Minnesota",1,3.11,0.73,0,0.38,0.09
2020-04-23,"USA-27035","Crow Wing","Minnesota",0,0.5,0.77,0,0,0
2020-04-23,"USA-27033","Cottonwood","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27029","Clearwater","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27027","Clay","Minnesota",5,5.13,7.98,1,0.38,0.58
2020-04-23,"USA-27025","Chisago","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27023","Chippewa","Minnesota",0,0.14,1.21,0,0,0
2020-04-23,"USA-27021","Cass","Minnesota",1,0.14,0.48,0,0,0
2020-04-23,"USA-27019","Carver","Minnesota",0,0.14,0.14,0,0,0
2020-04-23,"USA-27017","Carlton","Minnesota",0,1.57,4.38,0,0,0
2020-04-23,"USA-27015","Brown","Minnesota",0,0.14,0.57,0,0,0
2020-04-23,"USA-27013","Blue Earth","Minnesota",0,0.42,0.62,0,0,0
2020-04-23,"USA-27011","Big Stone","Minnesota",0,0,0,0,0,0
2020-04-23,"USA-27009","Benton","Minnesota",0,0.43,1.05,0,0,0
2020-04-23,"USA-27007","Beltrami","Minnesota",0,0.14,0.3,0,0,0
2020-04-23,"USA-27005","Becker","Minnesota",0,0.14,0.42,0,0,0
2020-04-23,"USA-27003","Anoka","Minnesota",26,7.43,2.08,0,0.29,0.08
2020-04-23,"USA-27001","Aitkin","Minnesota",0,0.14,0.9,0,0,0
2020-04-24,"USA-27999","Unknown","Minnesota",3,1,0,0,0,0
2020-04-24,"USA-27173","Yellow Medicine","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27171","Wright","Minnesota",0,1.38,0.99,0,0,0
2020-04-24,"USA-27169","Winona","Minnesota",2,1.14,2.26,0,0.58,1.16
2020-04-24,"USA-27167","Wilkin","Minnesota",0,0.33,5.37,0,0,0
2020-04-24,"USA-27165","Watonwan","Minnesota",1,0.14,1.31,0,0,0
2020-04-24,"USA-27163","Washington","Minnesota",7,2.14,0.82,0,0.36,0.14
2020-04-24,"USA-27161","Waseca","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27157","Wabasha","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27155","Traverse","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27153","Todd","Minnesota",0,0.14,0.58,0,0,0
2020-04-24,"USA-27151","Swift","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27147","Steele","Minnesota",1,0.29,0.78,0,0,0
2020-04-24,"USA-27145","Stearns","Minnesota",8,2.71,1.69,0,0,0
2020-04-24,"USA-27137","St. Louis","Minnesota",1,2,1,0,0.63,0.31
2020-04-24,"USA-27143","Sibley","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27141","Sherburne","Minnesota",0,0.43,0.44,0,0,0
2020-04-24,"USA-27139","Scott","Minnesota",1,1,0.67,0,0,0
2020-04-24,"USA-27135","Roseau","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27133","Rock","Minnesota",0,0.33,3.58,0,0,0
2020-04-24,"USA-27131","Rice","Minnesota",1,0.57,0.85,0,0,0
2020-04-24,"USA-27129","Renville","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27127","Redwood","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27125","Red Lake","Minnesota",0,0.14,3.52,0,0,0
2020-04-24,"USA-27123","Ramsey","Minnesota",12,9.86,1.79,4,1.13,0.2
2020-04-24,"USA-27119","Polk","Minnesota",0,2.43,7.74,0,0,0
2020-04-24,"USA-27117","Pipestone","Minnesota",0,0.14,1.57,0,0,0
2020-04-24,"USA-27115","Pine","Minnesota",17,4.86,16.42,0,0,0
2020-04-24,"USA-27113","Pennington","Minnesota",0,0.14,1.01,0,0,0
2020-04-24,"USA-27111","Otter Tail","Minnesota",0,0.25,0.43,0,0,0
2020-04-24,"USA-27109","Olmsted","Minnesota",6,6.43,4.06,1,0.57,0.36
2020-04-24,"USA-27107","Norman","Minnesota",1,0.71,11.2,0,0,0
2020-04-24,"USA-27105","Nobles","Minnesota",62,35.14,162.48,0,0.14,0.66
2020-04-24,"USA-27103","Nicollet","Minnesota",0,0.14,0.42,0,0,0
2020-04-24,"USA-27101","Murray","Minnesota",1,0.38,4.58,0,0,0
2020-04-24,"USA-27099","Mower","Minnesota",1,0.5,1.25,0,0,0
2020-04-24,"USA-27097","Morrison","Minnesota",0,0.14,0.43,0,0,0
2020-04-24,"USA-27095","Mille Lacs","Minnesota",0,0,0,0,0.14,0.54
2020-04-24,"USA-27093","Meeker","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27085","McLeod","Minnesota",0,0.14,0.4,0,0,0
2020-04-24,"USA-27091","Martin","Minnesota",0,0.38,1.91,0,0,0
2020-04-24,"USA-27089","Marshall","Minnesota",0,0.14,1.53,0,0,0
2020-04-24,"USA-27087","Mahnomen","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27083","Lyon","Minnesota",0,0.29,1.12,0,0,0
2020-04-24,"USA-27081","Lincoln","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27079","Le Sueur","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27073","Lac qui Parle","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27071","Koochiching","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27069","Kittson","Minnesota",0,0.14,3.32,0,0,0
2020-04-24,"USA-27067","Kandiyohi","Minnesota",8,1,2.31,0,0,0
2020-04-24,"USA-27063","Jackson","Minnesota",1,0.38,3.91,0,0,0
2020-04-24,"USA-27061","Itasca","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27059","Isanti","Minnesota",0,0.25,0.62,0,0,0
2020-04-24,"USA-27055","Houston","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27053","Hennepin","Minnesota",68,56.29,4.45,15,11,0.87
2020-04-24,"USA-27049","Goodhue","Minnesota",0,0.43,0.92,0,0,0
2020-04-24,"USA-27047","Freeborn","Minnesota",0,1.86,6.13,0,0,0
2020-04-24,"USA-27045","Fillmore","Minnesota",0,0.3,1.42,0,0.14,0.68
2020-04-24,"USA-27043","Faribault","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27041","Douglas","Minnesota",0,0.14,0.37,0,0,0
2020-04-24,"USA-27039","Dodge","Minnesota",0,0.29,1.36,0,0,0
2020-04-24,"USA-27037","Dakota","Minnesota",5,3.71,0.87,0,0.38,0.09
2020-04-24,"USA-27035","Crow Wing","Minnesota",0,0.5,0.77,0,0,0
2020-04-24,"USA-27033","Cottonwood","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27029","Clearwater","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27027","Clay","Minnesota",16,8,12.46,0,0.38,0.58
2020-04-24,"USA-27025","Chisago","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27023","Chippewa","Minnesota",0,0.14,1.21,0,0,0
2020-04-24,"USA-27021","Cass","Minnesota",0,0.14,0.48,0,0,0
2020-04-24,"USA-27019","Carver","Minnesota",0,0.14,0.14,0,0,0
2020-04-24,"USA-27017","Carlton","Minnesota",8,2,5.58,0,0,0
2020-04-24,"USA-27015","Brown","Minnesota",0,0.14,0.57,0,0,0
2020-04-24,"USA-27013","Blue Earth","Minnesota",1,0.57,0.84,0,0,0
2020-04-24,"USA-27011","Big Stone","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27009","Benton","Minnesota",0,0,0,0,0,0
2020-04-24,"USA-27007","Beltrami","Minnesota",0,0.14,0.3,0,0,0
2020-04-24,"USA-27005","Becker","Minnesota",0,0.14,0.42,0,0,0
2020-04-24,"USA-27003","Anoka","Minnesota",11,8.43,2.36,1,0.29,0.08
2020-04-24,"USA-27001","Aitkin","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27999","Unknown","Minnesota",-1,1,0,0,0,0
2020-04-25,"USA-27173","Yellow Medicine","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27171","Wright","Minnesota",1,1.25,0.9,0,0,0
2020-04-25,"USA-27169","Winona","Minnesota",2,1.29,2.55,0,0.58,1.16
2020-04-25,"USA-27167","Wilkin","Minnesota",0,0.33,5.37,1,0.14,2.3
2020-04-25,"USA-27165","Watonwan","Minnesota",0,0.14,1.31,0,0,0
2020-04-25,"USA-27163","Washington","Minnesota",5,2.5,0.95,0,0.36,0.14
2020-04-25,"USA-27161","Waseca","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27157","Wabasha","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27155","Traverse","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27153","Todd","Minnesota",0,0.14,0.58,0,0,0
2020-04-25,"USA-27151","Swift","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27147","Steele","Minnesota",1,0.38,1.02,0,0,0
2020-04-25,"USA-27145","Stearns","Minnesota",5,3.14,1.95,0,0,0
2020-04-25,"USA-27137","St. Louis","Minnesota",2,2.14,1.08,0,0.63,0.31
2020-04-25,"USA-27143","Sibley","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27141","Sherburne","Minnesota",0,0.43,0.44,0,0,0
2020-04-25,"USA-27139","Scott","Minnesota",2,1.13,0.75,0,0,0
2020-04-25,"USA-27135","Roseau","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27133","Rock","Minnesota",0,0.33,3.58,0,0,0
2020-04-25,"USA-27131","Rice","Minnesota",0,0.57,0.85,0,0,0
2020-04-25,"USA-27129","Renville","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27127","Redwood","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27125","Red Lake","Minnesota",0,0.14,3.52,0,0,0
2020-04-25,"USA-27123","Ramsey","Minnesota",14,9.86,1.79,2,1.22,0.22
2020-04-25,"USA-27119","Polk","Minnesota",1,2,6.38,0,0,0
2020-04-25,"USA-27117","Pipestone","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27115","Pine","Minnesota",2,5,16.9,0,0,0
2020-04-25,"USA-27113","Pennington","Minnesota",0,0.14,1.01,0,0,0
2020-04-25,"USA-27111","Otter Tail","Minnesota",2,0.43,0.73,0,0,0
2020-04-25,"USA-27109","Olmsted","Minnesota",19,8.71,5.51,0,0.57,0.36
2020-04-25,"USA-27107","Norman","Minnesota",0,0.71,11.2,0,0,0
2020-04-25,"USA-27105","Nobles","Minnesota",67,41.29,190.88,0,0.14,0.66
2020-04-25,"USA-27103","Nicollet","Minnesota",1,0.29,0.83,0,0,0
2020-04-25,"USA-27101","Murray","Minnesota",3,0.71,8.72,0,0,0
2020-04-25,"USA-27099","Mower","Minnesota",0,0.5,1.25,0,0,0
2020-04-25,"USA-27097","Morrison","Minnesota",0,0.14,0.43,0,0,0
2020-04-25,"USA-27095","Mille Lacs","Minnesota",0,0,0,0,0.14,0.54
2020-04-25,"USA-27093","Meeker","Minnesota",1,0.14,0.62,0,0,0
2020-04-25,"USA-27085","McLeod","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27091","Martin","Minnesota",1,0.27,1.39,0,0,0
2020-04-25,"USA-27089","Marshall","Minnesota",0,0.14,1.53,0,0,0
2020-04-25,"USA-27087","Mahnomen","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27083","Lyon","Minnesota",0,0.29,1.12,0,0,0
2020-04-25,"USA-27081","Lincoln","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27079","Le Sueur","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27073","Lac qui Parle","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27071","Koochiching","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27069","Kittson","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27067","Kandiyohi","Minnesota",16,2.36,5.47,0,0,0
2020-04-25,"USA-27063","Jackson","Minnesota",1,0.71,7.25,0,0,0
2020-04-25,"USA-27061","Itasca","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27059","Isanti","Minnesota",1,0.29,0.7,0,0,0
2020-04-25,"USA-27055","Houston","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27053","Hennepin","Minnesota",87,58.86,4.65,17,12.29,0.97
2020-04-25,"USA-27049","Goodhue","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27047","Freeborn","Minnesota",0,1.86,6.13,0,0,0
2020-04-25,"USA-27045","Fillmore","Minnesota",0,0.3,1.42,0,0.14,0.68
2020-04-25,"USA-27043","Faribault","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27041","Douglas","Minnesota",0,0.14,0.37,0,0,0
2020-04-25,"USA-27039","Dodge","Minnesota",1,0.25,1.19,0,0,0
2020-04-25,"USA-27037","Dakota","Minnesota",2,3.57,0.83,0,0.38,0.09
2020-04-25,"USA-27035","Crow Wing","Minnesota",0,0.5,0.77,0,0,0
2020-04-25,"USA-27033","Cottonwood","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27029","Clearwater","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27027","Clay","Minnesota",13,9.29,14.46,3,0.63,0.97
2020-04-25,"USA-27025","Chisago","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27023","Chippewa","Minnesota",1,0.29,2.42,0,0,0
2020-04-25,"USA-27021","Cass","Minnesota",0,0.14,0.48,0,0,0
2020-04-25,"USA-27019","Carver","Minnesota",1,0.2,0.19,0,0,0
2020-04-25,"USA-27017","Carlton","Minnesota",1,1.86,5.18,0,0,0
2020-04-25,"USA-27015","Brown","Minnesota",0,0.14,0.57,0,0,0
2020-04-25,"USA-27013","Blue Earth","Minnesota",0,0.57,0.84,0,0,0
2020-04-25,"USA-27011","Big Stone","Minnesota",1,0.14,2.86,0,0,0
2020-04-25,"USA-27009","Benton","Minnesota",0,0,0,0,0,0
2020-04-25,"USA-27007","Beltrami","Minnesota",0,0.14,0.3,0,0,0
2020-04-25,"USA-27005","Becker","Minnesota",0,0.14,0.42,0,0,0
2020-04-25,"USA-27003","Anoka","Minnesota",8,9.29,2.6,0,0.29,0.08
2020-04-25,"USA-27001","Aitkin","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27999","Unknown","Minnesota",2,1.14,0,0,0,0
2020-04-26,"USA-27173","Yellow Medicine","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27171","Wright","Minnesota",0,1.25,0.9,0,0,0
2020-04-26,"USA-27169","Winona","Minnesota",0,1.29,2.55,0,0.58,1.16
2020-04-26,"USA-27167","Wilkin","Minnesota",0,0.33,5.37,0,0.14,2.3
2020-04-26,"USA-27165","Watonwan","Minnesota",2,0.43,3.93,0,0,0
2020-04-26,"USA-27163","Washington","Minnesota",1,2.71,1.03,1,0.57,0.22
2020-04-26,"USA-27161","Waseca","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27157","Wabasha","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27155","Traverse","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27153","Todd","Minnesota",0,0.14,0.58,0,0,0
2020-04-26,"USA-27151","Swift","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27147","Steele","Minnesota",0,0.38,1.02,0,0,0
2020-04-26,"USA-27145","Stearns","Minnesota",0,3.14,1.95,0,0,0
2020-04-26,"USA-27137","St. Louis","Minnesota",2,2.14,1.08,0,0.63,0.31
2020-04-26,"USA-27143","Sibley","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27141","Sherburne","Minnesota",1,0.43,0.44,0,0,0
2020-04-26,"USA-27139","Scott","Minnesota",0,1.13,0.75,0,0,0
2020-04-26,"USA-27135","Roseau","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27133","Rock","Minnesota",0,0.33,3.58,0,0,0
2020-04-26,"USA-27131","Rice","Minnesota",0,0.57,0.85,0,0,0
2020-04-26,"USA-27129","Renville","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27127","Redwood","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27125","Red Lake","Minnesota",0,0.14,3.52,0,0,0
2020-04-26,"USA-27123","Ramsey","Minnesota",17,11.71,2.13,0,1.22,0.22
2020-04-26,"USA-27119","Polk","Minnesota",3,2.86,9.11,0,0,0
2020-04-26,"USA-27117","Pipestone","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27115","Pine","Minnesota",7,5.25,17.75,0,0,0
2020-04-26,"USA-27113","Pennington","Minnesota",0,0.14,1.01,0,0,0
2020-04-26,"USA-27111","Otter Tail","Minnesota",0,0.43,0.73,0,0,0
2020-04-26,"USA-27109","Olmsted","Minnesota",1,6.43,4.06,0,0.57,0.36
2020-04-26,"USA-27107","Norman","Minnesota",0,0.71,11.2,0,0,0
2020-04-26,"USA-27105","Nobles","Minnesota",27,41.71,192.86,0,0.14,0.66
2020-04-26,"USA-27103","Nicollet","Minnesota",0,0.29,0.83,0,0,0
2020-04-26,"USA-27101","Murray","Minnesota",0,0.71,8.72,0,0,0
2020-04-26,"USA-27099","Mower","Minnesota",0,0.5,1.25,0,0,0
2020-04-26,"USA-27097","Morrison","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27095","Mille Lacs","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27093","Meeker","Minnesota",2,0.43,1.85,0,0,0
2020-04-26,"USA-27085","McLeod","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27091","Martin","Minnesota",1,0.33,1.69,0,0,0
2020-04-26,"USA-27089","Marshall","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27087","Mahnomen","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27083","Lyon","Minnesota",0,0.29,1.12,0,0,0
2020-04-26,"USA-27081","Lincoln","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27079","Le Sueur","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27073","Lac qui Parle","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27071","Koochiching","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27069","Kittson","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27067","Kandiyohi","Minnesota",7,2.75,6.37,0,0,0
2020-04-26,"USA-27063","Jackson","Minnesota",0,0.71,7.25,0,0,0
2020-04-26,"USA-27061","Itasca","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27059","Isanti","Minnesota",-1,0.29,0.7,0,0,0
2020-04-26,"USA-27055","Houston","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27053","Hennepin","Minnesota",45,58.29,4.6,22,14.57,1.15
2020-04-26,"USA-27049","Goodhue","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27047","Freeborn","Minnesota",0,1.86,6.13,0,0,0
2020-04-26,"USA-27045","Fillmore","Minnesota",0,0.3,1.42,0,0.14,0.68
2020-04-26,"USA-27043","Faribault","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27041","Douglas","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27039","Dodge","Minnesota",0,0.25,1.19,0,0,0
2020-04-26,"USA-27037","Dakota","Minnesota",5,3.86,0.9,1,0.14,0.03
2020-04-26,"USA-27035","Crow Wing","Minnesota",0,0.5,0.77,0,0,0
2020-04-26,"USA-27033","Cottonwood","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27029","Clearwater","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27027","Clay","Minnesota",12,10,15.57,2,0.78,1.21
2020-04-26,"USA-27025","Chisago","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27023","Chippewa","Minnesota",0,0.29,2.42,0,0,0
2020-04-26,"USA-27021","Cass","Minnesota",0,0.14,0.48,0,0,0
2020-04-26,"USA-27019","Carver","Minnesota",1,0.27,0.26,0,0,0
2020-04-26,"USA-27017","Carlton","Minnesota",4,2.14,5.97,0,0,0
2020-04-26,"USA-27015","Brown","Minnesota",0,0.14,0.57,0,0,0
2020-04-26,"USA-27013","Blue Earth","Minnesota",2,0.67,0.99,0,0,0
2020-04-26,"USA-27011","Big Stone","Minnesota",0,0.14,2.86,0,0,0
2020-04-26,"USA-27009","Benton","Minnesota",0,0,0,0,0,0
2020-04-26,"USA-27007","Beltrami","Minnesota",0,0.14,0.3,0,0,0
2020-04-26,"USA-27005","Becker","Minnesota",0,0.14,0.42,0,0,0
2020-04-26,"USA-27003","Anoka","Minnesota",15,10.29,2.88,2,0.38,0.11
2020-04-26,"USA-27001","Aitkin","Minnesota",0,0,0,0,0,0
2020-04-27,"USA-27999","Unknown","Minnesota",-2,1.14,0,0,0,0
2020-04-27,"USA-27173","Yellow Medicine","Minnesota",0,0,0,0,0,0
2020-04-27,"USA-27171","Wright","Minnesota",1,1.13,0.81,0,0,0
2020-04-27,"USA-27169","Winona","Minnesota",0,1.29,2.55,1,0.5,0.99
2020-04-27,"USA-27167","Wilkin","Minnesota",0,0.33,5.37,0,0.14,2.3
2020-04-27,"USA-27165","Watonwan","Minnesota",0,0.43,3.93,0,0,0
2020-04-27,"USA-27163","Washington","Minnesota",1,2.43,0.93,0,0.57,0.22
2020-04-27,"USA-27161","Waseca","Minnesota",0,0,0,0,0,0
2020-04-27,"USA-27157","Wabasha","Minnesota",0,0,0,0,0,0
2020-04-27,"USA-27155","Traverse","Minnesota",0,0,0,0,0,0
2020-04-27,"USA-27153","Todd","Minnesota",0,0,0,0,0,0
2020-04-27,"USA-27151","Swift","Minnesota",0,0,0,0,0,0
2020-04-27,"USA-27147","Steele","Minnesota",2,0.5,1.36,0,0,0
2020-04-27,"USA-27145","Stearns","Minnesota",17,5.43,3.37,0,0,0
2020-04-27,"USA-27137","St. Louis","Minnesota",4,2.14,1.08,0,0,0
2020-04-27,"USA-27143","Sibley","Minnesota",0,0,0,0,0,0
2020-04-27,"USA-27141","Sherburne","Minnesota",0,0.43,0.44,0,0,0
2020-04-27,"USA-27139","Scott","Minnesota",3,1.14,0.77,0,0,0
2020-04-27,"USA-27135","Roseau","Minnesota",0,0,0,0,0,0
2020-04-27,"USA-27133","Rock","Minnesota",1,0.29,3.07,0,0,0
2020-04-27,"USA-27131","Rice","Minnesota",1,0.43,0.64,0,0,0
2020-04-27,"USA-27129","Renville","Minnesota",0,0,0,0,0,0
2020-04-27,"USA-27127","Redwood","Minnesota",0,0,0,0,0,0
2020-04-27,"USA-27125","Red Lake","Minnesota",0,0.14,3.52,0,0,0
2020-04-27,"USA-27123","Ramsey","Minnesota",19,13.57,2.47,2,1.71,0.31
2020-04-27,"USA-27119","Polk","Minnesota",1,2.63,8.37,0,0,0
2020-04-27,"USA-27117","Pipestone","Minnesota",0,0,0,0,0,0
2020-04-27,"USA-27115","Pine","Minnesota",4,6.43,21.73,0,0,0
2020-04-27,"USA-27113","Pennington","Minnesota",0,0.14,1.01,0,0,0
2020-04-27,"USA-27111","Otter Tail","Minnesota",0,0.43,0.73,0,0,0
