"date","geoid","county","state","cases","cases_avg","cases_avg_per_100k","deaths","deaths_avg","deaths_avg_per_100k"
2020-08-02,"USA-27037","Dakota","Minnesota",82,66.71,15.55,0,0,0
2020-08-02,"USA-27035","Crow Wing","Minnesota",8,7.14,10.98,0,0.14,0.22
2020-08-02,"USA-27033","Cottonwood","Minnesota",1,1.71,15.31,0,0,0
2020-08-02,"USA-27031","Cook","Minnesota",0,0,0,0,0,0
2020-08-02,"USA-27029","Clearwater","Minnesota",0,0.14,1.62,0,0,0
2020-08-02,"USA-27027","Clay","Minnesota",1,5.71,8.9,0,0.14,0.22
2020-08-02,"USA-27025","Chisago","Minnesota",4,3.14,5.55,0,0,0
2020-08-02,"USA-27023","Chippewa","Minnesota",1,1,8.47,0,0,0
2020-08-02,"USA-27021","Cass","Minnesota",1,2.14,7.2,0,0,0
2020-08-02,"USA-27019","Carver","Minnesota",18,15.14,14.41,0,0,0
2020-08-02,"USA-27017","Carlton","Minnesota",3,1.43,3.98,0,0,0
2020-08-02,"USA-27015","Brown","Minnesota",1,1.63,6.5,0,0,0
2020-08-02,"USA-27013","Blue Earth","Minnesota",7,11.57,17.1,1,0.18,0.27
2020-08-02,"USA-27011","Big Stone","Minnesota",0,0.29,5.72,0,0,0
2020-08-02,"USA-27009","Benton","Minnesota",4,2.43,5.94,0,0,0
2020-08-02,"USA-27007","Beltrami","Minnesota",3,5.71,12.11,0,0,0
2020-08-02,"USA-27005","Becker","Minnesota",4,4.57,13.28,0,0.14,0.42
2020-08-02,"USA-27003","Anoka","Minnesota",50,45.29,12.69,0,0.25,0.07
2020-08-02,"USA-27001","Aitkin","Minnesota",0,0.44,2.8,0,0,0
2020-08-03,"USA-27999","Unknown","Minnesota",5,6.86,0,0,0,0
2020-08-03,"USA-27173","Yellow Medicine","Minnesota",0,1.29,13.24,0,0,0
2020-08-03,"USA-27171","Wright","Minnesota",12,13,9.39,0,0,0
2020-08-03,"USA-27169","Winona","Minnesota",2,3.71,7.36,0,0,0
2020-08-03,"USA-27167","Wilkin","Minnesota",0,0.57,9.21,0,0,0
2020-08-03,"USA-27165","Watonwan","Minnesota",0,1.86,17.04,0,0,0
2020-08-03,"USA-27163","Washington","Minnesota",31,31,11.81,0,0.3,0.11
2020-08-03,"USA-27161","Waseca","Minnesota",0,2.57,13.82,0,0,0
2020-08-03,"USA-27159","Wadena","Minnesota",0,0.43,3.13,0,0,0
2020-08-03,"USA-27157","Wabasha","Minnesota",3,2.14,9.91,0,0,0
2020-08-03,"USA-27155","Traverse","Minnesota",0,0.14,4.38,0,0,0
2020-08-03,"USA-27153","Todd","Minnesota",2,1.86,7.53,0,0,0
2020-08-03,"USA-27151","Swift","Minnesota",0,0.29,3.08,0,0,0
2020-08-03,"USA-27149","Stevens","Minnesota",0,0,0,0,0,0
2020-08-03,"USA-27147","Steele","Minnesota",3,2.71,7.41,0,0,0
2020-08-03,"USA-27145","Stearns","Minnesota",14,13.86,8.6,0,0.14,0.09
2020-08-03,"USA-27137","St. Louis","Minnesota",9,15,7.54,0,0.22,0.11
2020-08-03,"USA-27143","Sibley","Minnesota",1,0.71,4.81,0,0,0
2020-08-03,"USA-27141","Sherburne","Minnesota",11,11.14,11.46,0,0.22,0.23
2020-08-03,"USA-27139","Scott","Minnesota",28,27.43,18.41,0,0.38,0.25
2020-08-03,"USA-27135","Roseau","Minnesota",1,0.63,4.12,0,0,0
2020-08-03,"USA-27133","Rock","Minnesota",1,1.71,18.4,0,0,0
2020-08-03,"USA-27131","Rice","Minnesota",10,6.57,9.81,0,0,0
2020-08-03,"USA-27129","Renville","Minnesota",1,0.75,5.16,0,0.14,0.98
2020-08-03,"USA-27127","Redwood","Minnesota",0,0,0,0,0,0
2020-08-03,"USA-27125","Red Lake","Minnesota",1,1.71,42.28,0,0,0
2020-08-03,"USA-27123","Ramsey","Minnesota",83,85.29,15.5,0,1,0.18
2020-08-03,"USA-27121","Pope","Minnesota",4,1.14,10.16,0,0,0
2020-08-03,"USA-27119","Polk","Minnesota",2,2.29,7.29,0,0,0
2020-08-03,"USA-27117","Pipestone","Minnesota",0,1.43,15.65,0,0.43,4.7
2020-08-03,"USA-27115","Pine","Minnesota",1,0.71,2.41,0,0,0
2020-08-03,"USA-27113","Pennington","Minnesota",2,1.29,9.11,0,0,0
2020-08-03,"USA-27111","Otter Tail","Minnesota",1,3.86,6.57,0,0.29,0.49
2020-08-03,"USA-27109","Olmsted","Minnesota",9,14.86,9.39,0,0.29,0.18
2020-08-03,"USA-27107","Norman","Minnesota",0,1.29,20.17,0,0,0
2020-08-03,"USA-27105","Nobles","Minnesota",1,2.57,11.89,0,0,0
2020-08-03,"USA-27103","Nicollet","Minnesota",5,6,17.51,0,0,0
2020-08-03,"USA-27101","Murray","Minnesota",0,0.57,6.97,0,0,0
2020-08-03,"USA-27099","Mower","Minnesota",3,4.14,10.34,0,0,0
2020-08-03,"USA-27097","Morrison","Minnesota",0,1.14,3.42,0,0,0
2020-08-03,"USA-27095","Mille Lacs","Minnesota",1,1.36,5.19,0,0,0
2020-08-03,"USA-27093","Meeker","Minnesota",0,0.86,3.69,0,0,0
2020-08-03,"USA-27085","McLeod","Minnesota",3,2.75,7.66,0,0,0
2020-08-03,"USA-27091","Martin","Minnesota",1,1.75,8.89,0,0,0
2020-08-03,"USA-27089","Marshall","Minnesota",0,0.33,3.57,0,0,0
2020-08-03,"USA-27087","Mahnomen","Minnesota",0,0.71,12.92,0,0,0
2020-08-03,"USA-27083","Lyon","Minnesota",1,1,3.93,0,0,0
2020-08-03,"USA-27081","Lincoln","Minnesota",0,0.29,5.07,0,0,0
2020-08-03,"USA-27079","Le Sueur","Minnesota",2,2.29,7.91,0,0,0
2020-08-03,"USA-27077","Lake of the Woods","Minnesota",0,0,0,0,0,0
2020-08-03,"USA-27075","Lake","Minnesota",1,0.57,5.37,0,0,0
2020-08-03,"USA-27073","Lac qui Parle","Minnesota",0,0,0,0,0,0
2020-08-03,"USA-27071","Koochiching","Minnesota",1,2.29,18.69,0,0,0
2020-08-03,"USA-27069","Kittson","Minnesota",0,0.14,3.32,0,0,0
2020-08-03,"USA-27067","Kandiyohi","Minnesota",6,4.14,9.59,0,0,0
2020-08-03,"USA-27065","Kanabec","Minnesota",1,0.75,4.59,0,0,0
2020-08-03,"USA-27063","Jackson","Minnesota",0,1,10.16,0,0,0
2020-08-03,"USA-27061","Itasca","Minnesota",3,1.71,3.8,0,0,0
2020-08-03,"USA-27059","Isanti","Minnesota",2,1.13,2.77,0,0,0
2020-08-03,"USA-27057","Hubbard","Minnesota",0,1.29,5.98,0,0,0
2020-08-03,"USA-27055","Houston","Minnesota",-1,1,5.38,0,0,0
2020-08-03,"USA-27053","Hennepin","Minnesota",220,214.71,16.96,0,1.71,0.14
2020-08-03,"USA-27051","Grant","Minnesota",0,1.57,26.31,0,0,0
2020-08-03,"USA-27049","Goodhue","Minnesota",1,2.13,4.59,0,0,0
2020-08-03,"USA-27047","Freeborn","Minnesota",0,2.57,8.49,0,0,0
2020-08-03,"USA-27045","Fillmore","Minnesota",0,1.29,6.1,0,0,0
2020-08-03,"USA-27043","Faribault","Minnesota",1,1.1,8.06,0,0,0
2020-08-03,"USA-27041","Douglas","Minnesota",1,1.88,4.92,0,0,0
2020-08-03,"USA-27039","Dodge","Minnesota",1,0.45,2.17,0,0,0
2020-08-03,"USA-27037","Dakota","Minnesota",49,64.86,15.12,1,0.14,0.03
2020-08-03,"USA-27035","Crow Wing","Minnesota",7,7.43,11.42,0,0.14,0.22
2020-08-03,"USA-27033","Cottonwood","Minnesota",0,1.71,15.31,0,0,0
2020-08-03,"USA-27031","Cook","Minnesota",0,0,0,0,0,0
2020-08-03,"USA-27029","Clearwater","Minnesota",1,0.25,2.84,0,0,0
2020-08-03,"USA-27027","Clay","Minnesota",2,5.43,8.45,0,0.14,0.22
2020-08-03,"USA-27025","Chisago","Minnesota",3,3.29,5.81,0,0,0
2020-08-03,"USA-27023","Chippewa","Minnesota",1,1,8.47,0,0,0
2020-08-03,"USA-27021","Cass","Minnesota",0,2.14,7.2,0,0,0
2020-08-03,"USA-27019","Carver","Minnesota",10,13.57,12.91,0,0,0
2020-08-03,"USA-27017","Carlton","Minnesota",1,1.43,3.98,0,0,0
2020-08-03,"USA-27015","Brown","Minnesota",2,1.86,7.43,0,0,0
2020-08-03,"USA-27013","Blue Earth","Minnesota",4,11.14,16.47,0,0.18,0.27
2020-08-03,"USA-27011","Big Stone","Minnesota",0,0.29,5.72,0,0,0
2020-08-03,"USA-27009","Benton","Minnesota",2,2.57,6.29,0,0,0
2020-08-03,"USA-27007","Beltrami","Minnesota",2,5.14,10.9,0,0,0
2020-08-03,"USA-27005","Becker","Minnesota",1,4.57,13.28,0,0.14,0.42
2020-08-03,"USA-27003","Anoka","Minnesota",38,45,12.61,1,0.14,0.04
2020-08-03,"USA-27001","Aitkin","Minnesota",-1,0.44,2.8,0,0,0
2020-08-04,"USA-27999","Unknown","Minnesota",0,6.86,0,0,0,0
2020-08-04,"USA-27173","Yellow Medicine","Minnesota",0,1.29,13.24,0,0,0
2020-08-04,"USA-27171","Wright","Minnesota",7,12.29,8.88,0,0,0
2020-08-04,"USA-27169","Winona","Minnesota",2,3,5.94,0,0,0
2020-08-04,"USA-27167","Wilkin","Minnesota",0,0.57,9.21,0,0,0
2020-08-04,"USA-27165","Watonwan","Minnesota",1,1.14,10.49,0,0,0
2020-08-04,"USA-27163","Washington","Minnesota",21,30.71,11.7,0,0.3,0.11
2020-08-04,"USA-27161","Waseca","Minnesota",2,2.29,12.28,0,0,0
2020-08-04,"USA-27159","Wadena","Minnesota",0,0.43,3.13,0,0,0
2020-08-04,"USA-27157","Wabasha","Minnesota",1,1.71,7.93,0,0,0
2020-08-04,"USA-27155","Traverse","Minnesota",0,0.14,4.38,0,0,0
2020-08-04,"USA-27153","Todd","Minnesota",0,1.86,7.53,0,0,0
2020-08-04,"USA-27151","Swift","Minnesota",0,0.29,3.08,0,0,0
2020-08-04,"USA-27149","Stevens","Minnesota",1,0.14,1.46,0,0,0
2020-08-04,"USA-27147","Steele","Minnesota",3,2.57,7.02,0,0,0
2020-08-04,"USA-27145","Stearns","Minnesota",11,14.29,8.87,0,0.14,0.09
2020-08-04,"USA-27137","St. Louis","Minnesota",17,17.29,8.68,0,0.22,0.11
2020-08-04,"USA-27143","Sibley","Minnesota",1,0.75,5.05,0,0,0
2020-08-04,"USA-27141","Sherburne","Minnesota",8,10,10.28,0,0.22,0.23
2020-08-04,"USA-27139","Scott","Minnesota",20,27.57,18.5,3,0.6,0.4
2020-08-04,"USA-27135","Roseau","Minnesota",0,0.63,4.12,0,0,0
2020-08-04,"USA-27133","Rock","Minnesota",1,1.63,17.44,0,0,0
2020-08-04,"USA-27131","Rice","Minnesota",3,6.57,9.81,0,0,0
2020-08-04,"USA-27129","Renville","Minnesota",1,0.78,5.35,0,0.14,0.98
2020-08-04,"USA-27127","Redwood","Minnesota",2,0.29,1.88,0,0,0
2020-08-04,"USA-27125","Red Lake","Minnesota",0,1.71,42.28,0,0,0
2020-08-04,"USA-27123","Ramsey","Minnesota",103,90.14,16.38,0,1,0.18
2020-08-04,"USA-27121","Pope","Minnesota",2,1.25,11.11,0,0,0
2020-08-04,"USA-27119","Polk","Minnesota",4,2.57,8.2,0,0,0
2020-08-04,"USA-27117","Pipestone","Minnesota",0,1.43,15.65,0,0.43,4.7
2020-08-04,"USA-27115","Pine","Minnesota",1,0.75,2.54,0,0,0
2020-08-04,"USA-27113","Pennington","Minnesota",1,1.14,8.09,0,0,0
2020-08-04,"USA-27111","Otter Tail","Minnesota",3,3.43,5.84,0,0.29,0.49
2020-08-04,"USA-27109","Olmsted","Minnesota",6,14.86,9.39,0,0.29,0.18
2020-08-04,"USA-27107","Norman","Minnesota",3,0.86,13.45,0,0,0
2020-08-04,"USA-27105","Nobles","Minnesota",3,2.63,12.14,0,0,0
2020-08-04,"USA-27103","Nicollet","Minnesota",8,7,20.42,0,0,0
2020-08-04,"USA-27101","Murray","Minnesota",0,0.57,6.97,0,0,0
2020-08-04,"USA-27099","Mower","Minnesota",3,4.29,10.7,0,0,0
2020-08-04,"USA-27097","Morrison","Minnesota",-1,1.14,3.42,0,0,0
2020-08-04,"USA-27095","Mille Lacs","Minnesota",3,1.5,5.71,0,0,0
2020-08-04,"USA-27093","Meeker","Minnesota",0,0.86,3.69,0,0,0
2020-08-04,"USA-27085","McLeod","Minnesota",2,3.14,8.76,0,0,0
2020-08-04,"USA-27091","Martin","Minnesota",0,1.75,8.89,0,0,0
2020-08-04,"USA-27089","Marshall","Minnesota",1,0.43,4.59,0,0,0
2020-08-04,"USA-27087","Mahnomen","Minnesota",1,0.57,10.34,0,0,0
2020-08-04,"USA-27083","Lyon","Minnesota",0,1,3.93,0,0,0
2020-08-04,"USA-27081","Lincoln","Minnesota",0,0.29,5.07,0,0,0
2020-08-04,"USA-27079","Le Sueur","Minnesota",1,2.14,7.42,0,0,0
2020-08-04,"USA-27077","Lake of the Woods","Minnesota",0,0,0,0,0,0
2020-08-04,"USA-27075","Lake","Minnesota",0,0.57,5.37,0,0,0
2020-08-04,"USA-27073","Lac qui Parle","Minnesota",0,0,0,0,0,0
2020-08-04,"USA-27071","Koochiching","Minnesota",0,2.29,18.69,0,0,0
2020-08-04,"USA-27069","Kittson","Minnesota",-1,0.14,3.32,0,0,0
2020-08-04,"USA-27067","Kandiyohi","Minnesota",1,4.14,9.59,0,0,0
2020-08-04,"USA-27065","Kanabec","Minnesota",-1,0.75,4.59,0,0,0
2020-08-04,"USA-27063","Jackson","Minnesota",0,1,10.16,0,0,0
2020-08-04,"USA-27061","Itasca","Minnesota",2,1.86,4.12,0,0,0
2020-08-04,"USA-27059","Isanti","Minnesota",0,1.13,2.77,0,0,0
2020-08-04,"USA-27057","Hubbard","Minnesota",4,1.57,7.31,0,0,0
2020-08-04,"USA-27055","Houston","Minnesota",0,1,5.38,0,0,0
2020-08-04,"USA-27053","Hennepin","Minnesota",188,219.43,17.33,1,1.71,0.14
2020-08-04,"USA-27051","Grant","Minnesota",2,1.25,20.93,0,0,0
2020-08-04,"USA-27049","Goodhue","Minnesota",1,2,4.32,0,0,0
2020-08-04,"USA-27047","Freeborn","Minnesota",1,1.57,5.19,0,0,0
2020-08-04,"USA-27045","Fillmore","Minnesota",0,1.29,6.1,0,0,0
2020-08-04,"USA-27043","Faribault","Minnesota",1,1.29,9.42,0,0,0
2020-08-04,"USA-27041","Douglas","Minnesota",2,2.14,5.62,0,0,0
2020-08-04,"USA-27039","Dodge","Minnesota",0,0.45,2.17,0,0,0
2020-08-04,"USA-27037","Dakota","Minnesota",58,69.14,16.12,0,0.14,0.03
2020-08-04,"USA-27035","Crow Wing","Minnesota",0,7.43,11.42,0,0.14,0.22
2020-08-04,"USA-27033","Cottonwood","Minnesota",2,1.56,13.89,0,0,0
2020-08-04,"USA-27031","Cook","Minnesota",0,0,0,0,0,0
2020-08-04,"USA-27029","Clearwater","Minnesota",0,0.25,2.84,0,0,0
2020-08-04,"USA-27027","Clay","Minnesota",7,5,7.79,0,0.14,0.22
2020-08-04,"USA-27025","Chisago","Minnesota",3,3.25,5.74,0,0,0
2020-08-04,"USA-27023","Chippewa","Minnesota",1,1,8.47,0,0,0
2020-08-04,"USA-27021","Cass","Minnesota",4,2.43,8.16,0,0,0
2020-08-04,"USA-27019","Carver","Minnesota",13,14.14,13.46,0,0,0
2020-08-04,"USA-27017","Carlton","Minnesota",1,1.38,3.83,0,0,0
2020-08-04,"USA-27015","Brown","Minnesota",0,1.86,7.43,0,0,0
2020-08-04,"USA-27013","Blue Earth","Minnesota",7,10.86,16.05,0,0.18,0.27
2020-08-04,"USA-27011","Big Stone","Minnesota",0,0.29,5.72,0,0,0
2020-08-04,"USA-27009","Benton","Minnesota",4,2.86,6.99,0,0,0
2020-08-04,"USA-27007","Beltrami","Minnesota",7,5.38,11.39,0,0,0
2020-08-04,"USA-27005","Becker","Minnesota",4,4.71,13.7,0,0,0
2020-08-04,"USA-27003","Anoka","Minnesota",45,46.71,13.09,0,0.14,0.04
2020-08-04,"USA-27001","Aitkin","Minnesota",0,0.44,2.8,0,0,0
2020-08-05,"USA-27999","Unknown","Minnesota",-30,6.86,0,1,0.14,0
2020-08-05,"USA-27173","Yellow Medicine","Minnesota",1,0.57,5.89,0,0,0
2020-08-05,"USA-27171","Wright","Minnesota",7,11.86,8.57,0,0,0
2020-08-05,"USA-27169","Winona","Minnesota",3,3,5.94,0,0,0
2020-08-05,"USA-27167","Wilkin","Minnesota",3,0.86,13.81,0,0,0
2020-08-05,"USA-27165","Watonwan","Minnesota",1,1.14,10.49,0,0,0
2020-08-05,"USA-27163","Washington","Minnesota",40,31.14,11.87,0,0,0
2020-08-05,"USA-27161","Waseca","Minnesota",3,2.43,13.05,0,0,0
2020-08-05,"USA-27159","Wadena","Minnesota",1,0.14,1.04,0,0,0
2020-08-05,"USA-27157","Wabasha","Minnesota",2,1.43,6.61,0,0,0
2020-08-05,"USA-27155","Traverse","Minnesota",0,0.14,4.38,0,0,0
2020-08-05,"USA-27153","Todd","Minnesota",1,1.29,5.21,0,0,0
2020-08-05,"USA-27151","Swift","Minnesota",0,0.29,3.08,0,0,0
2020-08-05,"USA-27149","Stevens","Minnesota",0,0.14,1.46,0,0,0
2020-08-05,"USA-27147","Steele","Minnesota",1,2.38,6.48,0,0,0
2020-08-05,"USA-27145","Stearns","Minnesota",5,12.71,7.89,0,0,0
2020-08-05,"USA-27137","St. Louis","Minnesota",22,18.14,9.11,0,0.22,0.11
2020-08-05,"USA-27143","Sibley","Minnesota",0,0.75,5.05,0,0,0
2020-08-05,"USA-27141","Sherburne","Minnesota",10,10.29,10.58,0,0.22,0.23
2020-08-05,"USA-27139","Scott","Minnesota",29,27.14,18.22,1,0.64,0.43
2020-08-05,"USA-27135","Roseau","Minnesota",0,0.63,4.12,0,0,0
2020-08-05,"USA-27133","Rock","Minnesota",0,1.63,17.44,0,0,0
2020-08-05,"USA-27131","Rice","Minnesota",4,6.43,9.6,0,0,0
2020-08-05,"USA-27129","Renville","Minnesota",0,0.78,5.35,0,0.14,0.98
2020-08-05,"USA-27127","Redwood","Minnesota",0,0.29,1.88,0,0,0
2020-08-05,"USA-27125","Red Lake","Minnesota",1,1.57,38.75,0,0,0
2020-08-05,"USA-27123","Ramsey","Minnesota",83,89.57,16.28,0,1,0.18
2020-08-05,"USA-27121","Pope","Minnesota",1,1.22,10.87,0,0,0
2020-08-05,"USA-27119","Polk","Minnesota",4,2.57,8.2,0,0,0
2020-08-05,"USA-27117","Pipestone","Minnesota",1,0.86,9.39,0,0.43,4.7
2020-08-05,"USA-27115","Pine","Minnesota",0,0.75,2.54,0,0,0
2020-08-05,"USA-27113","Pennington","Minnesota",0,1.14,8.09,0,0,0
2020-08-05,"USA-27111","Otter Tail","Minnesota",3,3.29,5.59,0,0.29,0.49
2020-08-05,"USA-27109","Olmsted","Minnesota",14,14.57,9.21,0,0.29,0.18
2020-08-05,"USA-27107","Norman","Minnesota",0,0.86,13.45,0,0,0
2020-08-05,"USA-27105","Nobles","Minnesota",2,2.43,11.23,0,0,0
2020-08-05,"USA-27103","Nicollet","Minnesota",2,5.86,17.09,0,0,0
2020-08-05,"USA-27101","Murray","Minnesota",0,0.57,6.97,0,0,0
2020-08-05,"USA-27099","Mower","Minnesota",4,4.25,10.61,0,0,0
2020-08-05,"USA-27097","Morrison","Minnesota",0,1.14,3.42,0,0,0
2020-08-05,"USA-27095","Mille Lacs","Minnesota",1,2.43,9.24,0,0,0
2020-08-05,"USA-27093","Meeker","Minnesota",2,0.43,1.85,0,0,0
2020-08-05,"USA-27085","McLeod","Minnesota",5,3.71,10.35,0,0,0
2020-08-05,"USA-27091","Martin","Minnesota",0,1.75,8.89,0,0,0
2020-08-05,"USA-27089","Marshall","Minnesota",0,0.43,4.59,0,0,0
2020-08-05,"USA-27087","Mahnomen","Minnesota",1,0.63,11.31,0,0,0
2020-08-05,"USA-27083","Lyon","Minnesota",4,1.14,4.49,0,0,0
2020-08-05,"USA-27081","Lincoln","Minnesota",0,0.29,5.07,0,0,0
2020-08-05,"USA-27079","Le Sueur","Minnesota",1,1.86,6.43,0,0,0
2020-08-05,"USA-27077","Lake of the Woods","Minnesota",0,0,0,0,0,0
2020-08-05,"USA-27075","Lake","Minnesota",0,0.57,5.37,0,0,0
2020-08-05,"USA-27073","Lac qui Parle","Minnesota",0,0,0,0,0,0
2020-08-05,"USA-27071","Koochiching","Minnesota",0,2.29,18.69,0,0,0
2020-08-05,"USA-27069","Kittson","Minnesota",0,0.14,3.32,0,0,0
2020-08-05,"USA-27067","Kandiyohi","Minnesota",4,4.43,10.25,0,0,0
2020-08-05,"USA-27065","Kanabec","Minnesota",2,0.89,5.44,0,0,0
2020-08-05,"USA-27063","Jackson","Minnesota",1,1,10.16,0,0,0
2020-08-05,"USA-27061","Itasca","Minnesota",1,1.86,4.12,0,0,0
2020-08-05,"USA-27059","Isanti","Minnesota",4,1.3,3.2,0,0,0
2020-08-05,"USA-27057","Hubbard","Minnesota",-2,1.57,7.31,0,0,0
2020-08-05,"USA-27055","Houston","Minnesota",1,0.57,3.07,0,0,0
2020-08-05,"USA-27053","Hennepin","Minnesota",196,216,17.06,5,2.14,0.17
2020-08-05,"USA-27051","Grant","Minnesota",1,1.29,21.53,0,0,0
2020-08-05,"USA-27049","Goodhue","Minnesota",6,3.14,6.78,0,0,0
2020-08-05,"USA-27047","Freeborn","Minnesota",1,1,3.3,0,0,0
2020-08-05,"USA-27045","Fillmore","Minnesota",0,1.29,6.1,0,0,0
2020-08-05,"USA-27043","Faribault","Minnesota",-1,1.29,9.42,0,0,0
2020-08-05,"USA-27041","Douglas","Minnesota",4,2.43,6.37,0,0,0
2020-08-05,"USA-27039","Dodge","Minnesota",2,0.86,4.09,0,0,0
2020-08-05,"USA-27037","Dakota","Minnesota",63,65.14,15.18,1,0.29,0.07
2020-08-05,"USA-27035","Crow Wing","Minnesota",8,7.29,11.2,1,0.14,0.22
2020-08-05,"USA-27033","Cottonwood","Minnesota",0,1.56,13.89,0,0,0
2020-08-05,"USA-27031","Cook","Minnesota",0,0,0,0,0,0
2020-08-05,"USA-27029","Clearwater","Minnesota",-1,0.25,2.84,0,0,0
2020-08-05,"USA-27027","Clay","Minnesota",6,4.71,7.34,0,0.14,0.22
2020-08-05,"USA-27025","Chisago","Minnesota",2,3.71,6.56,0,0,0
2020-08-05,"USA-27023","Chippewa","Minnesota",2,1.29,10.9,0,0,0
2020-08-05,"USA-27021","Cass","Minnesota",4,2.86,9.59,0,0,0
2020-08-05,"USA-27019","Carver","Minnesota",13,13.57,12.91,0,0,0
2020-08-05,"USA-27017","Carlton","Minnesota",4,2,5.58,0,0,0
2020-08-05,"USA-27015","Brown","Minnesota",0,1.86,7.43,0,0,0
2020-08-05,"USA-27013","Blue Earth","Minnesota",6,10.14,14.99,0,0.18,0.27
2020-08-05,"USA-27011","Big Stone","Minnesota",0,0,0,0,0,0
2020-08-05,"USA-27009","Benton","Minnesota",3,3,7.34,0,0,0
2020-08-05,"USA-27007","Beltrami","Minnesota",7,6.14,13.02,0,0,0
2020-08-05,"USA-27005","Becker","Minnesota",1,4,11.62,0,0,0
2020-08-05,"USA-27003","Anoka","Minnesota",46,46.57,13.05,0,0.14,0.04
2020-08-05,"USA-27001","Aitkin","Minnesota",2,0.63,3.93,1,0.14,0.9
2020-08-06,"USA-27999","Unknown","Minnesota",23,8.14,0,0,0.14,0
2020-08-06,"USA-27173","Yellow Medicine","Minnesota",1,0.57,5.89,0,0,0
2020-08-06,"USA-27171","Wright","Minnesota",20,12.57,9.08,0,0,0
2020-08-06,"USA-27169","Winona","Minnesota",2,2.14,4.24,0,0,0
2020-08-06,"USA-27167","Wilkin","Minnesota",1,0.88,14.1,0,0,0
2020-08-06,"USA-27165","Watonwan","Minnesota",1,0.71,6.55,0,0,0
2020-08-06,"USA-27163","Washington","Minnesota",31,31,11.81,1,0.14,0.05
2020-08-06,"USA-27161","Waseca","Minnesota",5,2.86,15.35,0,0,0
2020-08-06,"USA-27159","Wadena","Minnesota",0,0.14,1.04,0,0,0
2020-08-06,"USA-27157","Wabasha","Minnesota",3,1.63,7.51,0,0,0
2020-08-06,"USA-27155","Traverse","Minnesota",0,0,0,0,0,0
2020-08-06,"USA-27153","Todd","Minnesota",1,1.29,5.21,0,0,0
2020-08-06,"USA-27151","Swift","Minnesota",0,0.29,3.08,0,0,0
2020-08-06,"USA-27149","Stevens","Minnesota",1,0.29,2.91,0,0,0
2020-08-06,"USA-27147","Steele","Minnesota",4,2.86,7.8,0,0,0
2020-08-06,"USA-27145","Stearns","Minnesota",17,14.43,8.96,0,0,0
2020-08-06,"USA-27137","St. Louis","Minnesota",11,17.14,8.61,0,0.22,0.11
2020-08-06,"USA-27143","Sibley","Minnesota",2,0.75,5.05,0,0,0
2020-08-06,"USA-27141","Sherburne","Minnesota",36,14.43,14.84,0,0.22,0.23
2020-08-06,"USA-27139","Scott","Minnesota",40,29.57,19.84,0,0.64,0.43
2020-08-06,"USA-27135","Roseau","Minnesota",0,0.63,4.12,0,0,0
2020-08-06,"USA-27133","Rock","Minnesota",2,1,10.74,0,0,0
2020-08-06,"USA-27131","Rice","Minnesota",7,6.14,9.17,0,0,0
2020-08-06,"USA-27129","Renville","Minnesota",2,1.14,7.86,0,0,0
2020-08-06,"USA-27127","Redwood","Minnesota",0,0.29,1.88,0,0,0
2020-08-06,"USA-27125","Red Lake","Minnesota",2,1.43,35.23,0,0,0
2020-08-06,"USA-27123","Ramsey","Minnesota",103,89.43,16.25,0,1,0.18
2020-08-06,"USA-27121","Pope","Minnesota",0,1.22,10.87,0,0,0
2020-08-06,"USA-27119","Polk","Minnesota",6,3,9.57,0,0,0
2020-08-06,"USA-27117","Pipestone","Minnesota",3,1,10.96,0,0,0
2020-08-06,"USA-27115","Pine","Minnesota",0,0.75,2.54,0,0,0
2020-08-06,"USA-27113","Pennington","Minnesota",0,1.14,8.09,0,0,0
2020-08-06,"USA-27111","Otter Tail","Minnesota",3,3.29,5.59,0,0,0
2020-08-06,"USA-27109","Olmsted","Minnesota",39,17.29,10.92,0,0.29,0.18
2020-08-06,"USA-27107","Norman","Minnesota",0,0.86,13.45,0,0,0
2020-08-06,"USA-27105","Nobles","Minnesota",2,2.29,10.57,0,0,0
2020-08-06,"USA-27103","Nicollet","Minnesota",7,6,17.51,0,0,0
2020-08-06,"USA-27101","Murray","Minnesota",0,0.57,6.97,0,0,0
2020-08-06,"USA-27099","Mower","Minnesota",6,5,12.48,0,0,0
2020-08-06,"USA-27097","Morrison","Minnesota",3,0.86,2.57,0,0,0
2020-08-06,"USA-27095","Mille Lacs","Minnesota",0,2.43,9.24,0,0,0
2020-08-06,"USA-27093","Meeker","Minnesota",0,0.43,1.85,0,0,0
2020-08-06,"USA-27085","McLeod","Minnesota",3,3.86,10.75,0,0,0
2020-08-06,"USA-27091","Martin","Minnesota",0,1.75,8.89,0,0,0
2020-08-06,"USA-27089","Marshall","Minnesota",0,0.43,4.59,0,0,0
2020-08-06,"USA-27087","Mahnomen","Minnesota",1,0.67,12.06,0,0,0
2020-08-06,"USA-27083","Lyon","Minnesota",1,1,3.93,0,0,0
2020-08-06,"USA-27081","Lincoln","Minnesota",0,0.29,5.07,0,0,0
2020-08-06,"USA-27079","Le Sueur","Minnesota",7,2,6.92,0,0,0
2020-08-06,"USA-27077","Lake of the Woods","Minnesota",0,0,0,0,0,0
2020-08-06,"USA-27075","Lake","Minnesota",2,0.6,5.64,0,0,0
2020-08-06,"USA-27073","Lac qui Parle","Minnesota",0,0,0,0,0,0
